66.4451904297 27.0753231049 71.7417297363 0.0943190455 0.8377799988 0.2233426869 1239536256.0000000000 
1.6007047892 6.7285809517 32.3155708313 0.4621345699 -0.7622915506 -1.5670394897 2211056896.0000000000 
18.9187526703 39.3415374756 71.4690551758 -0.6767594814 -1.6038140059 1.1641231775 1210126848.0000000000 
10.7097682953 2.8960735798 66.1647109985 1.8225557804 -0.6333169937 -0.4697590768 2103427200.0000000000 
98.7679672241 68.8429794312 50.4030189514 0.6073103547 1.8353699446 -1.1139662266 439192352.0000000000 
66.8363418579 77.7576446533 67.1689071655 0.7368496656 1.3787243366 1.9790391922 748964160.0000000000 
15.4142427444 10.3034057617 18.4167900085 -0.6258562803 -0.0132621350 1.5947216749 1685410432.0000000000 
59.5756835938 68.9592208862 15.8342914581 0.8103108406 0.8739060163 1.2801082134 1645432064.0000000000 
5.9800429344 20.2620697021 49.9345321655 -1.8089289665 1.5631999969 -1.9853172302 1749153280.0000000000 
84.9632568359 22.5023117065 87.5357284546 0.0712986439 -1.9890978336 0.1868960559 505413600.0000000000 
84.7261657715 54.1691589355 50.1825523376 -1.9938424826 0.5787695646 0.7429338694 862815232.0000000000 
14.1374807358 58.4251403809 1.9161299467 0.9481366873 -0.9046763182 -1.2892556190 1098868224.0000000000 
99.2195510864 99.7294769287 9.7759075165 -1.7910368443 -1.2009884119 0.3893788457 249890272.0000000000 
9.0765323639 60.1079635620 79.9687576294 1.7609767914 1.3052856922 0.6990283132 1145325184.0000000000 
82.8901824951 22.1890830994 66.0160446167 0.7047734261 1.0540468693 -1.3520361185 1694895744.0000000000 
40.8107872009 84.7778778076 2.2901372910 0.1976080537 -0.2718494236 -1.8297619820 715809984.0000000000 
70.6073684692 21.9766712189 72.6001052856 0.7933899164 -1.1304613352 1.2942341566 1876813056.0000000000 
41.7176361084 42.0664215088 85.0741577148 0.0311302263 -1.9126569033 0.6006295085 1119943808.0000000000 
84.8046722412 32.5273132324 90.6134338379 0.7068639398 0.1883860976 0.2650154233 882749504.0000000000 
31.0546264648 72.8480300903 3.0879800320 0.8741749525 0.3048424125 -1.7827357054 669787456.0000000000 
0.8489755392 9.6443700790 55.4150848389 0.8582153320 -0.7340521812 -0.8796423674 1031918272.0000000000 
53.3871726990 10.3711585999 16.3298149109 1.8037759066 0.0990892276 -1.9428087473 1146567936.0000000000 
54.6319160461 66.4668655396 90.6729812622 -0.4225266874 1.9587095976 1.2505285740 177861408.0000000000 
53.6905746460 37.8958625793 42.4226455688 1.3897279501 -1.5691373348 -0.1788039953 1414431744.0000000000 
68.3898162842 50.9487304688 83.3642654419 0.7687875628 0.4238745868 -0.4488413930 1016558272.0000000000 
92.2341537476 66.8145217896 81.9583587646 -0.1768288165 1.0871129036 1.9319527149 1017287552.0000000000 
29.6432781219 99.7121810913 86.5651245117 1.3707084656 0.6454282403 1.0881884098 592485952.0000000000 
65.1131439209 58.5044746399 30.8231849670 -1.2481515408 1.8557579517 0.9297919273 88122984.0000000000 
7.1641974449 18.7764663696 60.0995941162 1.0220897198 0.7888396978 -0.2612276673 1118964864.0000000000 
30.2982997894 82.2632293701 85.4278640747 -1.0977460146 -0.0372956805 0.6942576766 1703755648.0000000000 
26.2435092926 65.6544799805 8.8598890305 0.2352358103 0.6145889759 1.8161536455 1003411136.0000000000 
31.5256042480 72.6030883789 63.8537368774 1.8654576540 -0.7563031912 1.7861381769 385873696.0000000000 
27.4878864288 67.9027557373 18.9715003967 -0.6137784123 1.4660327435 1.1627457142 254602400.0000000000 
56.3844566345 22.5149269104 54.9388389587 1.4670498371 -1.8078082800 -0.3854905665 230606272.0000000000 
53.8759803772 7.7329511642 77.3889770508 1.2039506435 0.9353875518 1.4479010105 899395392.0000000000 
38.7339820862 81.6138458252 76.1082229614 0.8093829155 0.1685260832 -0.4023491442 1671636224.0000000000 
85.3044891357 34.5789260864 82.2808609009 -1.4877613783 -1.9003272057 -1.9499732256 1186535040.0000000000 
89.1408996582 80.3034744263 57.6305389404 -0.1800993532 -1.8861664534 -1.4966822863 804788928.0000000000 
7.6565661430 52.9560737610 41.4033317566 0.4616792798 0.4276100397 -1.2488032579 1040524288.0000000000 
34.0564155579 5.0211510658 77.5982360840 0.9110428095 1.4653663635 0.1481638849 1075150848.0000000000 
