66.4442749023 27.0669498444 71.7395172119 0.0944623947 0.8374962807 0.2236063480 1239536256.0000000000 
1.5960869789 6.7362055779 32.3312492371 0.4613416195 -0.7623816729 -1.5670740902 2211056896.0000000000 
18.9255237579 39.3575592041 71.4573822021 -0.6771842241 -1.6037402153 1.1636886597 1210126848.0000000000 
10.6915435791 2.9024107456 66.1694412231 1.8223259449 -0.6341886520 -0.4697797298 2103427200.0000000000 
98.7618637085 68.8245925903 50.4141578674 0.6082453728 1.8356614113 -1.1138529778 439192352.0000000000 
66.8289413452 77.7438354492 67.1491470337 0.7370011806 1.3792016506 1.9792156219 748964160.0000000000 
15.4205007553 10.3035392761 18.4008445740 -0.6261590719 -0.0135560036 1.5943291187 1685410432.0000000000 
59.5675964355 68.9504470825 15.8214931488 0.8103654385 0.8741140366 1.2796373367 1645432064.0000000000 
5.9981355667 20.2464408875 49.9543685913 -1.8096001148 1.5628411770 -1.9852587953 1749153280.0000000000 
84.9625701904 22.5222053528 87.5338287354 0.0716605186 -1.9893583395 0.1873188019 505413600.0000000000 
84.7460784912 54.1633605957 50.1751136780 -1.9933366459 0.5786759853 0.7430381775 862815232.0000000000 
14.1280012131 58.4341812134 1.9290257692 0.9478237629 -0.9046149254 -1.2899792790 1098868224.0000000000 
99.2374801636 99.7414550781 9.7720165253 -1.7905754596 -1.2004842162 0.3890554905 249890272.0000000000 
9.0589256287 60.0949172974 79.9617385864 1.7608597279 1.3046848774 0.6998229027 1145325184.0000000000 
82.8831634521 22.1785411835 66.0295486450 0.7051699162 1.0536761284 -1.3518134952 1694895744.0000000000 
40.8088035583 84.7806243896 2.3084383011 0.1974720955 -0.2714078426 -1.8305014372 715809984.0000000000 
70.5994338989 21.9879817963 72.5871353149 0.7934763432 -1.1308225393 1.2943658829 1876813056.0000000000 
41.7173309326 42.0855331421 85.0681304932 0.0310502052 -1.9127820581 0.6011948586 1119943808.0000000000 
84.7975769043 32.5254440308 90.6107635498 0.7072293758 0.1881594658 0.2656123638 882749504.0000000000 
31.0458908081 72.8449783325 3.1058106422 0.8741877079 0.3050236702 -1.7834300399 669787456.0000000000 
0.8403963447 9.6517133713 55.4238967896 0.8575930595 -0.7344121933 -0.8795589209 1031918272.0000000000 
53.3691291809 10.3701715469 16.3492507935 1.8034584522 0.0982282162 -1.9433046840 1146567936.0000000000 
54.6361503601 66.4472579956 90.6604690552 -0.4226510525 1.9589080811 1.2508492470 177861408.0000000000 
53.6766891479 37.9115409851 42.4244384766 1.3889031410 -1.5697393715 -0.1787900925 1414431744.0000000000 
68.3821105957 50.9444961548 83.3687667847 0.7689001560 0.4238483906 -0.4482935667 1016558272.0000000000 
92.2359085083 66.8036880493 81.9390563965 -0.1757985353 1.0869543552 1.9315326214 1017287552.0000000000 
29.6295642853 99.7056961060 86.5542144775 1.3706285954 0.6461181641 1.0885877609 592485952.0000000000 
65.1256561279 58.4859237671 30.8138961792 -1.2479062676 1.8558986187 0.9295332432 88122984.0000000000 
7.1539797783 18.7685794830 60.1021881104 1.0214436054 0.7885231972 -0.2611618042 1118964864.0000000000 
30.3092861176 82.2636108398 85.4209213257 -1.0981922746 -0.0373078585 0.6943993568 1703755648.0000000000 
26.2411632538 65.6483001709 8.8417310715 0.2348291874 0.6141598225 1.8158380985 1003411136.0000000000 
31.5069503784 72.6106414795 63.8358840942 1.8653042316 -0.7561374903 1.7859911919 385873696.0000000000 
27.4940280914 67.8881072998 18.9598674774 -0.6140797138 1.4662675858 1.1624822617 254602400.0000000000 
56.3697700500 22.5330085754 54.9426918030 1.4671623707 -1.8081350178 -0.3854554892 230606272.0000000000 
53.8639259338 7.7235994339 77.3744812012 1.2042036057 0.9348759651 1.4486484528 899395392.0000000000 
38.7258949280 81.6121673584 76.1122665405 0.8093137741 0.1689121723 -0.4020742178 1671636224.0000000000 
85.3193664551 34.5979232788 82.3003921509 -1.4874642491 -1.9005585983 -1.9495893940 1186535040.0000000000 
89.1427307129 80.3223190308 57.6454925537 -0.1795001030 -1.8857868165 -1.4964725971 804788928.0000000000 
7.6519541740 52.9518013000 41.4158058167 0.4606351852 0.4270160198 -1.2483884692 1040524288.0000000000 
34.0472984314 5.0065002441 77.5967864990 0.9109277725 1.4647464752 0.1483621597 1075150848.0000000000 
40.8414649963 93.6571960449 9.8714857101 -0.9535667896 -0.8697952032 1.6868753433 974355648.0000000000 
30.7411556244 93.4321441650 86.4356231689 -1.2046447396 0.9501788616 -0.2367551327 1634909568.0000000000 
76.6097946167 56.6693077087 97.5879364014 1.3704700470 -1.6151558161 -0.4398503304 1144440832.0000000000 
70.2965011597 57.7940292358 87.3986053467 -1.8262479454 0.5120213032 0.5998158455 1927924864.0000000000 
49.4191932678 18.7044487000 20.1230297089 1.6104264259 -1.5055341721 -0.8002192974 410537248.0000000000 
